GIF ID,Web Archive Link,GIPHY Title,Score,
13LqvuyI2h7LYA,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13LqvuyI2h7LYA/giphy.gif,naruto shippuden GIF,0.50,
13lqZKTlpaRlxm,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13lqZKTlpaRlxm/giphy.gif,fuller house GIF,0.50,
13LRa5lQRzB2Bq,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13LRa5lQRzB2Bq/giphy.gif,sorry animation STICKER by AnimatedText,0.50,
13LT4LBfYVJZFS,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13LT4LBfYVJZFS/giphy.gif,jason momoa clap GIF,0.50,
13lTgtSUmqMrlu,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13lTgtSUmqMrlu/giphy.gif,jessica williams shame GIF,0.50,
13lvTamOCpWCZy,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13lvTamOCpWCZy/giphy.gif,teenage mutant ninja turtles shredder GIF,0.50,
13lwcaNUjwc98I,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13lwcaNUjwc98I/giphy.gif,motion espresso GIF,0.50,
13LWJapFrgPw2Y,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13LWJapFrgPw2Y/giphy.gif,sky ferreira GIF,0.50,
13lWoJWet4AozC,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13lWoJWet4AozC/giphy.gif,seinfeld happy dance GIF,0.50,
13Ly45oLmZUvHa,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13Ly45oLmZUvHa/giphy.gif,casper GIF,0.50,
13lyKNsGL3pefu,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13lyKNsGL3pefu/giphy.gif,ruby rose hunt GIF,0.50,
13M0GBv7MsKV2g,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13M0GBv7MsKV2g/giphy.gif,house of cards bitch please GIF,0.50,
13m1U9nkJsjnvq,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13m1U9nkJsjnvq/giphy.gif,olivia munn interview GIF,0.50,
13m2Uy6Z8LuTRe,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13m2Uy6Z8LuTRe/giphy.gif, ,0.50,
13M62oCkDXLNg4,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13M62oCkDXLNg4/giphy.gif,parks and recreation GIF,0.50,
13mcFKLbbLCkp2,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13mcFKLbbLCkp2/giphy.gif,saved by the bell kiss GIF,0.50,
13mgCKP61Bn3qM,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13mgCKP61Bn3qM/giphy.gif,france futbol GIF,0.50,
13mIsokz1F14fC,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13mIsokz1F14fC/giphy.gif,indiana pacers basketball GIF,0.50,
13mjtmImvfNf32,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13mjtmImvfNf32/giphy.gif,art design GIF by Mathew Lucas ,0.50,
13mkNDtm3hZzQk,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13mkNDtm3hZzQk/giphy.gif,NA,0.50,
13MlcegeyLaUCc,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13MlcegeyLaUCc/giphy.gif,orange is the new black donut GIF,0.50,
13mLwGra9bNEKQ,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13mLwGra9bNEKQ/giphy.gif,dog running GIF,0.50,
13Mn1m5EDjt34k,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13Mn1m5EDjt34k/giphy.gif, ,0.50,
13mOEo8KuPdyNi,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13mOEo8KuPdyNi/giphy.gif,hungry guy ritchie GIF,0.50,
13MoyeEIH6aIne,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13MoyeEIH6aIne/giphy.gif,drone watch this GIF,0.50,
13mrAVJxqNoNqw,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13mrAVJxqNoNqw/giphy.gif,changing kingdom hearts 2 GIF,0.50,
13MRHvZnm4MjXG,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13MRHvZnm4MjXG/giphy.gif,dishes GIF,0.50,
13msdEzCZzxg52,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13msdEzCZzxg52/giphy.gif,where the wild things are fork GIF,0.50,
13MTbA3nOfJtFm,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13MTbA3nOfJtFm/giphy.gif,modern family haley GIF,0.50,
13mTei2rCnQxUs,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13mTei2rCnQxUs/giphy.gif,muppet show bunny GIF,0.50,
13mUECm9T2TAUo,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13mUECm9T2TAUo/giphy.gif,confused one direction GIF,0.50,
13MWKSosOiRpe0,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13MWKSosOiRpe0/giphy.gif,working britney spears GIF,0.50,
13mxP6bXy9lR16,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13mxP6bXy9lR16/giphy.gif,water explosion GIF,0.50,
13myk3dLB25KYE,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13myk3dLB25KYE/giphy.gif,john candy ok GIF,0.50,
13N4EpF85HO6Ri,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13N4EpF85HO6Ri/giphy.gif,,0.50,
13n8txR8c9UDHG,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13n8txR8c9UDHG/giphy.gif, ,0.50,
13NAiIBCzUBmUw,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NAiIBCzUBmUw/giphy.gif,convertible mr. t GIF by haydiroket (Mert Keskin),0.50,
13NBiMh0Z7pqta,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NBiMh0Z7pqta/giphy.gif,vertical breakfast GIF by Shaking Food GIFs,0.50,
13nf6fkZ0YDx2U,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13nf6fkZ0YDx2U/giphy.gif,i know right rachel mcadams GIF,0.50,
13NGnjve8XVTC8,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NGnjve8XVTC8/giphy.gif,martial arts fighting GIF,0.50,
13nJG3ODRmbAhG,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13nJG3ODRmbAhG/giphy.gif,felix the cat GIF by Cheezburger,0.50,
13NNKrYUHJ9jva,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NNKrYUHJ9jva/giphy.gif,mexican brock GIF,0.50,
13noc1wyAkHYSk,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13noc1wyAkHYSk/giphy.gif,michael fassbender GIF,0.50,
13NONtLuTCYzV6,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NONtLuTCYzV6/giphy.gif,dance art GIF by Will Kim,0.50,
13NP2tXPeJzP44,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NP2tXPeJzP44/giphy.gif,cookie monster GIF,0.50,
13npk72ntceVDW,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13npk72ntceVDW/giphy.gif,mtv party GIF,0.50,
13NR9a0aYuYMy4,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NR9a0aYuYMy4/giphy.gif,star wars technology GIF,0.50,
13NrlpKHJGvFzq,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NrlpKHJGvFzq/giphy.gif,cat looking GIF,0.50,
13NRvWtOiMXawM,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13NRvWtOiMXawM/giphy.gif,wrong arrow GIF,0.50,
13NRZwjF5J17ZS,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NRZwjF5J17ZS/giphy.gif,suspicious family matters GIF,0.50,
13nuA8URIFEAqk,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13nuA8URIFEAqk/giphy.gif,blow kiss GIF by Sony Music Canada,0.50,
13nuC4s8nmDb2g,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13nuC4s8nmDb2g/giphy.gif,american idol GIF,0.50,
13NUIf3JyBLZ72,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NUIf3JyBLZ72/giphy.gif,matt foley dancing GIF,0.50,
13NUOwOLq0NJug,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NUOwOLq0NJug/giphy.gif,colin farrell shrug GIF,0.50,
13nvOnWrAx91gk,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13nvOnWrAx91gk/giphy.gif,quentin tarantino GIF,0.50,
13NvSJOaHXQ3MA,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13NvSJOaHXQ3MA/giphy.gif,kate winslet goodbye GIF,0.50,
13NVW2BGBgAXAs,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13NVW2BGBgAXAs/giphy.gif,melissa mccarthy bridesmaids GIF,0.50,
13NWtTaKuyshfq,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13NWtTaKuyshfq/giphy.gif,obama election GIF,0.50,
13O0rZ0Yldrpy8,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13O0rZ0Yldrpy8/giphy.gif,angry miley cyrus GIF,0.50,
13o6xxO9epFdcs,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13o6xxO9epFdcs/giphy.gif,Animated GIF,0.50,
13o7mSsiqJum2c,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13o7mSsiqJum2c/giphy.gif,car dancing GIF,0.50,
13O8H66OIcR6fK,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13O8H66OIcR6fK/giphy.gif,bored idgaf GIF,0.50,
13Oa1DODYQnCvu,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13Oa1DODYQnCvu/giphy.gif,happy labor day GIF,0.50,
13oAmsqZizCyXK,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13oAmsqZizCyXK/giphy.gif,kourtney kardashian phone GIF by RealityTVGIFs,0.50,
13obwDWNUJWo5G,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13obwDWNUJWo5G/giphy.gif,sarah michelle gellar GIF,0.50,
13ocm1lqOCP0ek,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13ocm1lqOCP0ek/giphy.gif,wonder girls hair flip GIF,0.50,
13OIjVVhyBSVZS,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13OIjVVhyBSVZS/giphy.gif,lotr GIF,0.50,
13OkouTHhXMTQY,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13OkouTHhXMTQY/giphy.gif,cereal GIF,0.50,
13omc86QTcSGBO,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13omc86QTcSGBO/giphy.gif,on fire GIF by rotomangler,0.50,
13OPIzPMIe7tZu,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13OPIzPMIe7tZu/giphy.gif,james dean GIF,0.50,
13oPvquv50JUCQ,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13oPvquv50JUCQ/giphy.gif,mad ben stiller GIF,0.50,
13oReNZUN79rkQ,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13oReNZUN79rkQ/giphy.gif,warner bros design GIF by Warner Archive,0.50,
13oT4vy2B0Hn4A,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13oT4vy2B0Hn4A/giphy.gif,adopt don't shop the little mermaid GIF by Disney,0.50,
13oZNjl83Zw3gA,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13oZNjl83Zw3gA/giphy.gif,just saying cameron diaz GIF,0.50,
13ozQlvhKxj4TC,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13ozQlvhKxj4TC/giphy.gif,dog monkey GIF,0.50,
13p2uWLadzsaBO,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13p2uWLadzsaBO/giphy.gif,animation blushing GIF,0.50,
13p5XHLujuzL7G,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13p5XHLujuzL7G/giphy.gif,black and white shut up GIF,0.50,
13pb7hOe5DN0di,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13pb7hOe5DN0di/giphy.gif,GIF by Adam Ferriss,0.50,
13pbzRm2cowncY,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13pbzRm2cowncY/giphy.gif,sweating brenda song GIF,0.50,
13PDF6IMbroo8w,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13PDF6IMbroo8w/giphy.gif,mom falling GIF by America's Funniest Home Videos,0.50,
13Pe15ch20k9Py,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13Pe15ch20k9Py/giphy.gif,time GIF,0.50,
13Peb27T3H0NMc,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13Peb27T3H0NMc/giphy.gif,bread cooking GIF,0.50,
13PEOT7eBqdCIE,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13PEOT7eBqdCIE/giphy.gif,new girl puzzle GIF,0.50,
13PI2KNoCaEavS,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13PI2KNoCaEavS/giphy.gif,concert prince GIF by Quartz,0.50,
13PJQgMpYx35de,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13PJQgMpYx35de/giphy.gif,alessandra ambrosio vs angel GIF,0.50,
13PkdyMgbE4UFO,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13PkdyMgbE4UFO/giphy.gif,keanu reeves GIF,0.50,
13PL28MR2gGmsM,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13PL28MR2gGmsM/giphy.gif,merry christmas GIF,0.50,
13plECl6thX0GY,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13plECl6thX0GY/giphy.gif,birthday celebrate GIF,0.50,
13pMexFJgwP9ny,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13pMexFJgwP9ny/giphy.gif,breaking free zac efron GIF,0.50,
13PN8KHPB2ts2Y,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13PN8KHPB2ts2Y/giphy.gif,jeff goldblum GIF,0.50,
13pQ0qTSiLkzGU,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13pQ0qTSiLkzGU/giphy.gif,amy poehler GIF,0.50,
13pqAGHhX68JZ6,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13pqAGHhX68JZ6/giphy.gif,creed GIF,0.50,
13PQs5iTWaWKVG,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13PQs5iTWaWKVG/giphy.gif,homer simpson simpsons GIF,0.50,
13PRDMMlS2xVmM,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13PRDMMlS2xVmM/giphy.gif,NA,0.50,
13PryZsJYgjPFu,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13PryZsJYgjPFu/giphy.gif,,0.50,
13PSHB6WPqJgyI,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13PSHB6WPqJgyI/giphy.gif,hd dancing GIF,0.50,
13Pu71VZJuE5xK,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13Pu71VZJuE5xK/giphy.gif,rocky dolph lundgren GIF,0.50,
13pWYE5jCIZnCo,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13pWYE5jCIZnCo/giphy.gif,wings goodbye GIF,0.50,
13py6c5BSnBkic,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13py6c5BSnBkic/giphy.gif,we did it mic drop GIF,0.50,
13PZ0dKw1J3LzO,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13PZ0dKw1J3LzO/giphy.gif,malcolm in the middle goodbye GIF,0.50,
13PzIRnkypjv9u,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13PzIRnkypjv9u/giphy.gif,saved by the bell 1990s GIF,0.50,
13q1RYwyfQ4STm,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13q1RYwyfQ4STm/giphy.gif,the incredibles disney GIF,0.50,
13Q5QmNvFVt5cY,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13Q5QmNvFVt5cY/giphy.gif,michelle gomez no GIF by Doctor Who,0.50,
13QBOJd7X9Qwfe,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13QBOJd7X9Qwfe/giphy.gif,parks and recreation GIF,0.50,
13qbPFEYkUriaA,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13qbPFEYkUriaA/giphy.gif,clueless alicia silverstone GIF,0.50,
13qctMBrrgbwJi,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13qctMBrrgbwJi/giphy.gif,video games thank you GIF,0.50,
13QDG6JiTosZ9u,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13QDG6JiTosZ9u/giphy.gif,disney reflection GIF,0.50,
13qG4p0cREKEJa,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13qG4p0cREKEJa/giphy.gif, ,0.50,
13QGAqZFrRXRdK,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13QGAqZFrRXRdK/giphy.gif,loser lol STICKER by AnimatedText,0.50,
13qhDFqjZwIIve,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13qhDFqjZwIIve/giphy.gif,corgi omg GIF,0.50,
13qi4fjixBju3S,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13qi4fjixBju3S/giphy.gif,red panda GIF,0.50,
13QkXswf8TrYrK,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13QkXswf8TrYrK/giphy.gif,pokemon faces GIF,0.50,
13qL3YUpD15f20,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13qL3YUpD15f20/giphy.gif,philip seymour hoffman fun GIF,0.50,
13qmLASd5ce1kQ,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13qmLASd5ce1kQ/giphy.gif,blake lively GIF,0.50,
13Qn4cGkzrecRq,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13Qn4cGkzrecRq/giphy.gif,baby boy animation GIF,0.50,
13QnT2E9hXz4Os,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13QnT2E9hXz4Os/giphy.gif,trippy dream GIF,0.50,
13qoCXtHFqsVC8,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13qoCXtHFqsVC8/giphy.gif,sex and the city kill GIF,0.50,
13QQkS0X62pw4M,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13QQkS0X62pw4M/giphy.gif,,0.50,
13qs2zngAh0jrq,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13qs2zngAh0jrq/giphy.gif,matthew broderick hookie GIF,0.50,
13qtGosQymtnyM,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13qtGosQymtnyM/giphy.gif, ,0.50,
13QtPad2UjcOTm,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13QtPad2UjcOTm/giphy.gif,april fools day prank GIF,0.50,
13QuDAwGRfESvm,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13QuDAwGRfESvm/giphy.gif,jimmy fallon dancing GIF,0.50,
13Qumr2SLqrl5e,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13Qumr2SLqrl5e/giphy.gif,tom and jerry smile GIF,0.50,
13qwiUWujeavwk,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13qwiUWujeavwk/giphy.gif,art pixel GIF by Dusan Cezek,0.50,
13QX7MUKTOkgHS,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13QX7MUKTOkgHS/giphy.gif,skills charts GIF,0.50,
13QxLkYKepecZG,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13QxLkYKepecZG/giphy.gif,madonna kiss GIF,0.50,
13qyRZ4VeiJ2nK,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13qyRZ4VeiJ2nK/giphy.gif,france photography GIF,0.50,
13qZqn9g0RaWU8,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13qZqn9g0RaWU8/giphy.gif,christian slater smoking GIF,0.50,
13R0CnXNp86rUk,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13R0CnXNp86rUk/giphy.gif,depressed skyler white GIF,0.50,
13R4RUeBAVLl7y,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13R4RUeBAVLl7y/giphy.gif,rihanna whatever GIF,0.50,
13r6ty71MGoBfG,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13r6ty71MGoBfG/giphy.gif,feelings goodbye GIF,0.50,
13RcbHeXlLNysE,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13RcbHeXlLNysE/giphy.gif,guess i love lucy GIF,0.50,
13rccieMQwGwyk,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13rccieMQwGwyk/giphy.gif,GIF by kidmograph,0.50,
13rDCpOfPLWjWE,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13rDCpOfPLWjWE/giphy.gif,carrie fisher film GIF,0.50,
13RdMYjG3dgy2c,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13RdMYjG3dgy2c/giphy.gif,the worst witch GIF by absurdnoise,0.50,
13RfWELj6Eix0c,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13RfWELj6Eix0c/giphy.gif,shocked steve harvey GIF,0.50,
13RgB41Ot8Ib5u,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13RgB41Ot8Ib5u/giphy.gif,sealab 2021 GIF,0.50,
13RGiS3cRvouLm,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13RGiS3cRvouLm/giphy.gif,shocked gasp GIF,0.50,
13RjLZSy5y87Sg,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13RjLZSy5y87Sg/giphy.gif,sexy flame thrower GIF,0.50,
13RmTVMmTM08tW,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13RmTVMmTM08tW/giphy.gif,safe for work puppy GIF,0.50,
13rNKztbw3mXCw,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13rNKztbw3mXCw/giphy.gif,sad bill hader GIF,0.50,
13RoZZlDCBQDOo,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13RoZZlDCBQDOo/giphy.gif,jonah hill hair flip GIF,0.50,
13rP8NIrVUMtNe,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13rP8NIrVUMtNe/giphy.gif,nina dobrev help GIF,0.50,
13rPD8gKzMkWn6,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13rPD8gKzMkWn6/giphy.gif,loop water GIF by kidmograph,0.50,
13rPsYYz1hJNZK,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13rPsYYz1hJNZK/giphy.gif,NA,0.50,
13RSFNIFwcYk6s,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13RSFNIFwcYk6s/giphy.gif,princess diana wedding GIF,0.50,
13Rwcs15DnwuC4,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13Rwcs15DnwuC4/giphy.gif,shade GIF by WE tv,0.50,
13rWRONffhxW2Q,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13rWRONffhxW2Q/giphy.gif,jennifer lawrence yes GIF,0.50,
13RzfyQd2cz6y4,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13RzfyQd2cz6y4/giphy.gif,ice cream girl GIF,0.50,
13RzGYWrQgfccw,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13RzGYWrQgfccw/giphy.gif,bruce wayne batman GIF,0.50,
13s13DBO2pW8KY,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13s13DBO2pW8KY/giphy.gif,mxc GIF,0.50,
13S86pWeqqKk5a,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13S86pWeqqKk5a/giphy.gif,wes anderson GIF,0.50,
13s8UKEHbMWFEs,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13s8UKEHbMWFEs/giphy.gif,jason segel idk GIF,0.50,
13S9i4Fr61gHlK,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13S9i4Fr61gHlK/giphy.gif,kiko mizuhara smiling GIF,0.50,
13s9NduSU78SXK,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13s9NduSU78SXK/giphy.gif,animation art GIF by Cindy Suen,0.50,
13scns01SSgrxS,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13scns01SSgrxS/giphy.gif,season 2 vh1 GIF,0.50,
13sCXeaO60kLO8,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13sCXeaO60kLO8/giphy.gif,faye dunaway GIF,0.50,
13sfMwsM7M7CiA,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13sfMwsM7M7CiA/giphy.gif,feels star wars GIF,0.50,
13sfTCBmo2QVna,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13sfTCBmo2QVna/giphy.gif,dog running GIF,0.50,
13sH3Qyz5asBva,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13sH3Qyz5asBva/giphy.gif,end users GIF,0.50,
13sIcCcGwQszU4,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13sIcCcGwQszU4/giphy.gif,harold lloyd nerd GIF,0.50,
13SJSEl3BveiQ0,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13SJSEl3BveiQ0/giphy.gif, ,0.50,
13SN2nx3P092Xm,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13SN2nx3P092Xm/giphy.gif,black and white vintage GIF,0.50,
13snplhmGeEfi8,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13snplhmGeEfi8/giphy.gif,mean girls cool mom GIF,0.50,
13SogtMD6cSqas,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13SogtMD6cSqas/giphy.gif,3d dancing GIF,0.50,
13sQjjDxNLqmVq,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13sQjjDxNLqmVq/giphy.gif,kristen taekman everyone GIF,0.50,
13Ss2rAIEtBCbm,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13Ss2rAIEtBCbm/giphy.gif,watching denzel washington GIF,0.50,
13SuafHHyExfq0,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/13SuafHHyExfq0/giphy.gif,galaxy pills GIF,0.50,
13SUCim3ts4fkI,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/13SUCim3ts4fkI/giphy.gif,kentucky derby pancakes GIF,0.50,
